answer,question
"[""Pom Klementieff""]",when was the book of 1st john written
"[""March 9, 2018""]",where was tears dry on their own filmed
"[""1942""]",what is joy's job in what happens in vegas
"[""Richard Dawson""]",who wrote the song ain't no mountain high enough
"[""Pom Klementieff""]",where does the kentucky river meet the ohio river
"[""March 27, 2018""]",the reason that the united states government passed antitrust legislation was
"[""the axon terminal""]",who wrote the lyrics to you make it feel like christmas
"[""Monasteries"",""wealthy individuals"",""rulers""]",when did the fairly odd parents come out
"[""John von Neumann""]",supreme court case that deals with section 1983 violations
"[""Lake Baikal""]",where does the word three come before two and seven come before six
"[""2015""]",who wrote the theory and practice of oligarchical collectivism
"[""1982""]",how long are the high school musical movies
"[""2024""]",who wrote between the devil and the deep blue sea
"[""Phillip Alford""]",who's won the league cup the most
"[""originally from the Greek""]",who directed the musical episode of grey's anatomy
"[""1998""]",who voices hi five in the emoji movie
"[""2000""]",when does new ap poll come out basketball
"[""Islamic prophet Muhammad""]",who wrote on the revolution of heavenly bodies
"[""Marley""]",when did the song don't go breaking my heart come out
"[""North Korea""]",last male tennis player to win grand slam
"[""2012""]",when does it start warming up in houston
"[""a compulsory governmental insurance system""]",who was the first indian who win world junior badminton championship
"[""Spanish""]",when did the huns invade the roman empire
"[""2010""]",a language that used symbols to represent objects
"[""1962""]",when does the next muse album come out
"[""Niagara River""]",who is the ruling party in himachal pradesh
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",who wrote don't stop me now by queen
"[""China""]",where does the great ocean road start and end
"[""179""]",how many korean athletes in winter olympics 2018
"[""1942""]",who is the only kaurava who survived the kurukshetra war
"[""Venus""]",where did the guy from into the wild die
"[""March 15, 2013""]",who is buried at the tennessee state capitol
"[""Miguel Cabrera""]",unix command to copy a folder from one location to another
"[""originally from the Greek""]",who sings i want to swing from a chandelier
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",who played young norman in a river runs through it
"[""2009""]",who wrote the song where have all the flowers gone
"[""Sachin Tendulkar""]",the most common system of land title in australia
"[""Australia""]",where can the national guard be deployed to
"[""to perceive linear acceleration""]",where does the tri tip steak come from
"[""Marley""]",in which city would you find the petronas twin towers
"[""122""]",how many acts does the laramie project have
"[""10""]",when does far cry 5 come out for playstation 4
"[""San Antonio""]",when does season 13 episode 14 of supernatural come out
"[""18""]",tum dena saath mera dd national serial cast
"[""PewDiePie""]",who wrote i see the moon the moon sees me
"[""Lake Baikal""]",where did the guy from into the wild die
"[""Marvin Gaye""]",a composer famous for his fugues especially the collection the well-tempered clavier
"[""San Antonio""]",when does season 15 of top chef start
"[""in 2018""]",which pm of pakistan had the shortest tenure
"[""1962""]",where does meiosis occur in plants and animals
"[""Jason Michael Lee""]",when did the united states declare war on great britain
"[""122""]",when did the draft end in the united states
"[""Guaranteed Rate Field""]",where will the 2020 super bowl be held
"[""Ireland""]",what is the other name of west indies
"[""Mary Kate Schellhardt""]",who played the artful dodger in oliver in 1967
"[""James Arthur""]",who sings the in my feelings challenge song
"[""Ryan Guzman""]",where does the name mourning dove come from
"[""oxidative phosphorylation""]",when are the olympics coming to the us
"[""Jesse Donald Knotts""]",ok google who was the second president of the united states
"[""New Netherland""]",when was will the circle be unbroken written
"[""Lionel Messi""]",mountain ranges can uplift on these types of faults
"[""John von Neumann""]",where is hamleys toy shop in london located
"[""1939""]",where was three coins in the fountain filmed
"[""18""]",what rapper is the movie hustle and flow about
"[""South Side, Chicago""]",who is the largest tractor manufacturer in the world
"[""George Hudson""]",who plays the governor on the show yellowstone
"[""1980""]",which is the capital city of sri lanka
"[""Anil Kumar Jha""]",what was julie's job on the love boat
"[""12""]",who played winnie in mrs brown's boy
"[""those that have died""]",who did miami play in the bowl game
"[""West Bengal""]",where is most of the us debt owned
"[""Venus""]",where does the woman in gold painting reside
"[""Marvin Gaye""]",what's carly's last name in icarly
"[""four""]",when is season 6 of 90210 coming out
"[""2012""]",who sings how do u like me now
"[""Saleisha Stowers""]",where is the university of florida gators located
"[""2017""]",with reference to the climate of india the western disturbances originate over
"[""March 15, 2013""]",where does what's eating gilbert grape take place
"[""horses""]",what were the cause of the american civil war
"[""volume of the container decreases""]",who drew up the boundaries for the new countries formed after the breakup of the ottoman empire
"[""18 August 2011""]",the medicines used to kill or stop the growth of microorganisms are called
"[""Potassium chlorate""]",what is estella's last name in great expectations
"[""Zone Improvement Plan""]",who wrote the song i'll be there
"[""State governments""]",what religious groups lived in the new england colonies
"[""1900""]",who played marilla on anne of green gables
"[""Thurl Ravenscroft""]",where did dorothy from wizard of oz live
"[""Tuticorin (Thoothukudi)""]",who won the election of 1824 but failed to win a majority of the votes necessary to become president
"[""Ireland""]",what is the tallest building in baltimore city
"[""Jimmy Cliff""]",where does the money for nhs come from
"[""Calcium ions""]",what year did the chevrolet camaro come out
"[""Barbicide""]",the rod cells in the retina contain a light absorbing pigment called
"[""1974""]",when did china put in the one child policy
"[""Saleisha Stowers""]",when did harry potter and the deathly hallows book come out
"[""Gal Gadot""]",which country will host the summer olympics in 2020
"[""Gal Gadot""]",in 2001 the city of liverpool named its airport after which person
"[""Clemson\n1""]",real name of all characters in belan wali bahu
"[""Marley""]",where's the raiders stadium in las vegas
"[""eastward, in prograde motion""]",when did back to the future ride close
"[""Spanish""]",who owns the staple center in los angeles
"[""Anderson Silva""]",who plays the cia director on madam secretary
"[""March 25, 2011""]",when does the next muse album come out
"[""South Side, Chicago""]",one of the british island in the irish sea
"[""1960""]",female roles in joseph and the technicolor dreamcoat
"[""December 2003""]",which amusement park holds the record for most rides
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",where did the name bowling for soup come from
"[""1998""]",what type of magma formed at mid-ocean ridges
"[""ice caps""]",how many number one hits did the supremes have
"[""10""]",who wrote the song crying in the chapel
"[""1792""]",when was the last time the philadelphia 76ers went to the playoffs
"[""University of South Carolina""]",where did spandau ballet get their name from
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who played finnick odair in the hunger games
"[""ground state""]",can't you see marshall tucker band album
"[""1982""]",who won men's figure skating in olympics 2018
"[""eastward, in prograde motion""]",when did the dutch go to south africa
"[""2010""]",who sang don't fall in love with a dreamer
"[""2000""]",who played the part of maria in the movie the sound of music
"[""12""]",what book comes after glass in the crank series
"[""1988""]",the longest of the state constitutions in total words is the state of
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",when did leicester city win the premier league
"[""John von Neumann""]",when does episode 115 of dragon ball super air
"[""Calcium ions""]",how do you qualify for american express black card
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",when was the tragical history of doctor faustus written
"[""12""]",what shade of green is the statue of liberty
"[""Prince Phillip""]",which city is called the city of flowers in pakistan
"[""Islamic prophet Muhammad""]",where did twenty one pilots film tear in my heart
"[""Sarabi""]",who has the most career turnovers in the nba
