answer,question
"[""9""]",where does it talk about the census in the constitution
"[""September 26, 2017""]",when was the first building built in new york city
"[""Weapon XI""]",when was the first $2 bill made
"["", r""]",who wrote the song you make my dreams come true
"[""1967""]",when do kurt and blaine get back together in season 4
"[""March 9, 2018""]",who played ellie walker on andy griffith show
"[""June 16, 2017""]",aurangazeb road in heart of new delhi was renamed after which personality
"[""2010""]",who is the chief secretary of united nation
"[""18""]",what beatles song did u2 cover on rattle and hum
"[""December 16, 2009""]",what is the trojan war in greek mythology
"[""2018""]",how many episodes of a place to call home season 5
"[""Betsy Sodaro""]",when did the allies break out of normandy
"[""Nervous tissue or nerve tissue""]",when was the national world war ii memorial built
"[""pyramidion""]",who plays daryl's brother on walking dead
"[""Nathan Mack""]",girl who played dodie on my three sons
"[""Betty Grable"",""Lauren Bacall"",""Alex D'Arcy"",""Marilyn Monroe"",""Fred Clark"",""Cameron Mitchell"",""Rory Calhoun"",""David Wayne"",""William Powell""]",who signed the 1900 buganda agreement on behalf of buganda
"[""Venice""]",who sings sometimes you're the windshield sometimes you're the bug
"[""1984–85 season""]",when do you stop being a minor in canada
"[""1967""]",where do spicules tend to occur on the sun
"[""Matthew Prokop""]",who sang i love the way you move
"[""1981""]",supreme court case that deals with section 1983 violations
"[""March 9, 2018""]",who sang the famous song strawberry fields forever
"[""2018""]",what is the name of the meridian at 180 degrees
"[""A mood swing""]",how many numbers do you need to win on lotto 649
"[""2018""]",what is the smallest 4 digit prime number
"[""Sykes""]",when do we celebrate world environment day and why
"[""Adam Wainwright""]",who played sheriff little on dukes of hazzard
"[""about 4.54 billion years ago""]",who plays brian in the life of brian
"[""helium nuclei""]",when does season 4 of younger come out
"[""The Ganges-Brahmaputra Delta""]",the south carolina exposition and protest was published in response to the
"[""312""]",what is the definition of a master craftsman
"[""pyramidion""]",all of the new testament except revelation was recognized at the council of
"[""1.000""]",when does the new my hero academia movie come out
"[""1.000""]",who won the fifa under 17 world cup 2017
"[""32""]",in 2009 the us federal debt held by the public was
"[""10""]",what comes after captain in the air force
"[""2012""]",in which type of rna will you find a codon
"[""2017""]",were the yankees from the north or south
"[""Dr. Lexie Grey""]",what seven countries make up the subcontinent of south asia
"[""1962""]",what two serial killers lived at the cecil hotel
"[""about 4.54 billion years ago""]",when does the next season of the next step start
"[""September 22, 1987""]",what is the lowest place in north america
"[""1980""]",how many times has arsene wenger won the fa cup
"[""August 16, 1896""]",when did the musical mama mia come out
"[""1980""]",who scored the first ever world cup goal
"[""video editing""]",when does the han soli movie come out
"[""Amalie Arena in Tampa""]",when did fortnite come out on xbox one
"[""Barbicide""]",when did the atlanta braves last win the world series
"[""horses""]",who won the mens money in the bank match
"[""in 2018""]",who plays claudio in much ado about nothing
"[""31""]",what is the current population of miami florida
"[""18""]",name the fields in which nobel prize is given
"[""eastward, in prograde motion""]",who was the first cricket world cup winner
"[""corn starch""]",what is the typical pressure at which an oil burner operates
"[""9""]",who is jace's dad in the mortal instruments
"[""12""]",what influenced the exterior design of the library of parliament
"[""Madhubala""]",who is the best paid athlete in the world
"[""Joseph Smith""]",a touch of frost season 5 episode 4
"[""1988""]",when was daylight savings time established in the united states
"[""1984–85 season""]",how many times india won womens cricket world cup
"[""2000""]",what does the r in hvacr systems refer to
"[""helium nuclei""]",who retired in 1996 as chairman of the fa
"[""Enoch Sontonga"",""C. J. Langenhoven""]",when was the first gastric bypass surgery performed
"[""Amalie Arena in Tampa""]",who played the oompa loompas in willy wonka 2005
"[""later in pregnancy""]",who has competed in the most world cups
"[""Eileen Davidson"",""Brynn Thayer""]",who played armand in interview with a vampire
"[""Atlanta–Fulton County Stadium""]",when should the imo's smcp be used
"[""115 years, 301 days""]",who played carol's boyfriend sandy on growing pains
"[""Joseph Smith""]",when do we need to revisit bcp plan and strategy
"[""Australia""]",who wrote a famous treatise on sanskrit grammer
"[""Australia""]",sa re ga ma pa 2017 winner zee tv
"[""Venice""]",what year did the dallas cowboys win their last super bowl
"[""12""]",who plays the little girl in miracle on 34th street 1994
"[""India""]",who plays travis on if loving you is wrong
"[""Below the knee""]",who played the kid in the sixth sense
"[""February 4, 1948""]",james taylor long ago and far away backing vocals
"[""Priya Vasudev Mani Iyer""]",when was the half pipe brought to the olympics
"[""A concerto""]",who played tristram in all creatures great and small
"[""six""]",following world war ii a cold war developed between the u.s. and
"[""2018""]",how many sides does the great pyramid of egypt have
"[""cut the South in two""]",when did humans begin to live in permanent settlements
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",when did wireless charging come out for samsung
"[""Gayla Peevey""]",who won the women's softball world cup
"[""Spanish""]",what episode of sam and cat is freddie in
"[""1969""]",who is the actor who plays joffrey in game of thrones
"[""1971""]",who was the first woman minister of foriegn affairs in india
"[""Papuan""]",when did the lion king first come out
"[""2018""]",when did puerto rican immigrants come to america
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",who does jon snow kill in season 2
"[""312""]",who is the leader of the others in lost
"[""Highlands North, Johannesburg""]",the major constituents of earth's atmosphere are
"[""Atlanta–Fulton County Stadium""]",when was the first automobile invented in america
"[""October 13, 2017""]",what are the gaits of the tennessee walking horse
"[""5,000 to 1""]",when did india participate in olympics for first time
"[""1988""]",where is the champions league final 2018 being played
"[""Adam Wainwright""]",when were the articles of confederation put into effect
"[""Madhubala""]",when did dell curry retire from the nba
"[""March 9, 2018""]",what's the purpose of the space needle
"[""9""]",when did peter pan win the melbourne cup
"[""eastward, in prograde motion""]",who plays erica hahn on grey's anatomy
"[""Below the knee""]",when did the movie the greatest show man come out
"[""1988""]",what is the tallest bridge in west virginia
"[""Adam Wainwright""]",who played richard de vere in to the manor born
"[""Democrats""]",misfits who does simon lose his virginity to
"[""eastward, in prograde motion""]",what was built by the inmates of changi prison camp
"[""9""]",what is the liquid in blood culture bottles
"[""1981""]",who plays the toilet in bob's burgers
"[""18""]",the keiretsu tradition in japan serves as a
"[""10""]",what method of cookery is used to cook cakes and scones
"[""PewDiePie""]",what body system is the cloaca part of
"[""Esther Williams"",""Ricardo Montalban""]",where are apple products sold around the world
"[""December 16, 2009""]",the direct election of senators was established by
"[""Punjab""]",who is the actor that plays the flash
"[""Enoch Sontonga"",""C. J. Langenhoven""]",how many seasons are there in last man standing
"[""1998""]",what type of magma formed at mid-ocean ridges
"[""Suleiman I""]",how many star are in the usa flag
"[""2017""]",genre scenes were popular in the netherlands for their
"[""July 16, 2017""]",when did the united states became a sovereign nation
"[""1984""]",who is known as the first lady of indian cinema
"[""Stephen Collins Foster""]",who are the characters in 8 mile based on
"[""Papuan""]",when was the last time england did not qualify for world cup
"[""six""]",who did the voice of mack in cars
"[""Spectre""]",when do the new riverdale episodes come out
"[""71%""]",who has the longest win streak in the nba
"[""Nathan Mack""]",who sits on the woolsack in the house of lords
"[""Vera""]",where does spanish rank in terms of the number of native speakers
"[""Spanish""]",where does the word three come before two and seven come before six
"[""Marvin Gaye""]",which subdivision of the pharynx is located directly behind the oral cavity
"[""three or four""]",where was the song silent night first sung
