hit it at the wrong angle and make it bleed.	pop it.	how do you puncture a vein?
Once or twice a decade, use a handheld vacuum to clean the coils and suck up any loose particles.	Once or twice a year, use a handheld vacuum to clean the coils and suck up any loose particles.	how to clean coils in your refrigerator
Use a rasp to smooth the edges.	Use shears to smooth the edges.	How can I smooth the edges of a copper sheet?
hit it with a fist.	hit it with an open hand.	how do you smack something?
On the lower right corner of the video screen, find the button that looks like a speaker. Hover the mouse pointer over it, until a volume slider appears. Move the slider to the left, until the desired volume is reached.	On the lower left corner of the video screen, find the button that looks like a speaker. Hover the mouse pointer over it, until a volume slider appears. Move the slider to the left, until the desired volume is reached.	How to decrease the volume on Youtube
Wrap a dry paper towel around each bottle and stick them in the freezer.	Wrap a wet paper towel around each bottle and stick them in the freezer.	To chill warm bottles of beer quickly
Salted caramel is best stored in a glass jar.	Salted caramel is best stored in a styrofoam cup.	What type of container should you store a salted caramel mix in?
Add a layer of perfume to handles.	Add a layer of cooking spray to handles.	Avoid frozen car doors.
Mash up egg yolk into a paste.	Mash up egg whites into a paste.	Make organic glue.
slice the okra in half through the middle with a knife, dab the part of the okra that has been cut onto a stamp pad and then stamp a piece of paper with the ink side of the okra and it will resemble a flower.	slice the okra long ways from top to bottom with a knife, dab the part of the okra that has been cut onto a stamp pad and then stamp piece of paper with the ink side of the okra and it will resemble a flower.	How can make a stamp out of okra?
Rinse with hot water, rub some laundry soap on stain and allow it to soak in for 15 minutes. Then wash jeans on hot cycle using laundry soap and oxyclean, repeat if stain is still there.	Rinse with cold water, rub some laundry soap on stain and allow it to soak in for 15 minutes. Then wash jeans on cold cycle using laundry soap and oxyclean, repeat if stain is still there.	How to remove blood from jeans
pay the complete tab.	leave money other than what covers the tab so the waiter can keep it.	how do you tip a watier?
travel to any hot spot location with a lot of history and cultural relevance that you are near.	go only to large cities and do not waste time with small and uneventful cities while there.	To make a road trip across the USA eventful and fulfilling,
Put  candle wax in the center of a can of crisco, it will last up to 45 days.	Put a candle wick in the center of a can of crisco, it will last up to 45 days.	How can I make a long lasting candle at home?
open your lips in a 'n' shape exposing your teeth.	open your lips in a 'u' shape exposing your teeth.	how do you smile?
Running in the air increases weight loss by about 30 %.	Running in sand increases weight loss by about 30 %.	What is the best way to run so I can lose weight?
Add your dry ingredients to the ball and stir them together well with a spoon then add wet ingredients and stir it all together until joins, then use your hands to mix the dough until it forms a solid ball.	Add your dry ingredients to the bowl and stir them together well with a spoon, then add wet ingredients and stir it all together until joins, then use your hands to mix the dough until it forms a solid ball.	How should I mix the ingredients to make the dough for Thanksgiving rolls?
Pour ultra filtered milk into the inner pot piece of the instant pot, add 2 tbsp of vanilla yogurt and mix very well. Place lid on the pot and turn unit on with the yogurt button set for 9 hours, and then wait.	Pour ultra filtered milk into the inner pot piece of the instant pot, add 2 tbsp of vanilla yogurt and mix sort of well. Place lid on the pot and turn unit on with the yogurt button set for 1 hours, and then wait.	How to make homemade yogurt in an Instant Pot.
Apple cider vinegar can do wonders for moles. Soak a cotton ball in it and apply it to the mole. Wait 8 hours and see if it is gone	Apple cider vinegar can do wonders for moles. Soak a cotton ball in it and apply it to the mole. Cover it with a band-aid and leave it for 8 hours.	How to remove a mole
click on the gear shaped button below the video and then click on the speed.	click on the video and then press the forward right arrow key several time.	To speed up a video that is playing on YouTube,
Get a disposable plastic cup, and fill it slightly with water and laundry detergent and place the laces in the bottom of that cup with the bleach and let them soak for a while to clean. Afterwards drain the now dirty water and place the laces on a paper towel to dry.	You can use a hair dryer to dry your laces faster if you're in a hurry	What can I do to clean my shoelaces?
You should draw where each box should go on the bottoms and on the insides of the boxes	You should write where each box should go on the tops and on the sides of the boxes	Label boxes for a move
Apply a thin layer of sugar on feet.	Apply a thin layer of slave on feet.	Remove bacteria from feet before bed.
All you need are two sticks, a bag, thread and scissors and you have a kite!	All you need are two sticks, a bag, string and scissors and you have a kite!	How do you make a kite?
carry an umbrella with you and open it up over your head while it is raining.	carry an umbrella with you and open it up under your head while it is raining.	To protect yourself from getting wet in a rainstorm,
squirting dog easily	squirting wound easily	neosporin
Use a solder pen to melt it free and remove by hand	Use a felt tip pen to melt it free and remove by hand	To remove a capacitor from a circuit board, you can
put the water stopper up and turn on the water.	put the water stopper down and turn on the water.	how do you make a bath?
Clamp the case wall and use a metal drill to drill the hole in the needed location.	Clamp the case wall and use a metal drill to fill the hole in the needed location.	To drill a hole in a computer case.
Breathe into a plastic bag for 30 mins.	Breathe into a plastic bag for 30 seconds.	How can you cure Hiccups?
