id,question,choices,answerKey
360,"Census data show that the human population doubled from 2.65 billion in 1953 to 5.3 billion in 1990. If it continues to double at this rate, the human population could reach 10 billion by the year 2020. Which best explains how this rate of human growth can harm the environment on which humans depend?",360,C
361,"A student hypothesizes that the amount of water a plant receives will affect how long it grows before reaching maturity. To test this hypothesis, the student will need",361,D
362,"Which of these best defines the term ""pollutant""?",362,A
363,The bonding of oxygen to red blood cells is important to the body because it enables the body to,363,C
364,Which class of elements best conducts electricity?,364,4
365,"As the human population increases, more fossil fuels are being used. The burning of fossil fuels produces greenhouse gases. How might humans reduce greenhouse gases?",365,C
366,Which of these is the BEST reason to study weather?,366,B
367,Which is the best plan to make the fossil fuel supply last longer?,367,A
368,"Generally, the deeper rock layers of Earth are older than shallower rock layers. How can the collision of two tectonic plates change the order of the rock layers?",368,C
369,"When water evaporates from Earth's surface into the atmosphere, its molecules enter the gas state. What change in this gas causes molecules to condense into the small water droplets that form clouds?",369,D
370,"If the atomic mass number of an atom is 35, which statement is most accurate?",370,A
371,Frogs and salamanders compete with each other for insects. Both frogs and salamanders catch flying insects with their tongues. Which feature would most likely help both animals compete for flying insects?,371,B
372,Some materials are electrical conductors. Which material best conducts electricity?,372,A
373,The populations of black rhinoceroses have been impacted by human interactions to the point of being endangered. Which interaction best explains why the black rhino is now endangered?,373,D
374,"If an environment becomes warmer and drier, the change that would most likely help a species adapt would be an increase in its",374,B
375,"In a city, the daily high and low 16 temperatures for a month are best represented by which of the following?",375,C
376,Which body system is most responsible for the removal of waste?,376,A
377,Most stars are similar to each other in,377,C
378,Which of these human activities in a forest has a positive effect on the ecosystem?,378,D
379,Water is often put through a treatment system before it is used in homes as drinking water. Which is the most likely reason water is treated before people drink it?,379,C
380,"While conducting an investigation on refraction, a teacher uses a red laser pointer to show how a beam of light is affected as it passes through several glass objects. The teacher should make sure that the",380,C
381,A glacier is a slow moving river of ice. How does a glacier help create soil?,381,B
382,Protein is used by the human body to,382,B
383,A dragonfly develops through incomplete metamorphosis. Which stages does the dragonfly's life cycle include?,383,C
384,Humans need food to grow and survive. Food that is not used immediately by the body for energy is,384,D
